accuracy,f1,roc_auc,fold,n_train,n_val,num_features
0.7213973799126637,0.7176991150442477,0.7860463732153363,0,9156,2290,11928
0.7177806902577545,0.7188859878154917,0.7852458114979327,1,9157,2289,11928
0.709043250327654,0.6986425339366515,0.7666248719049094,2,9157,2289,11928
0.72782874617737,0.7174603174603174,0.8026313374486855,3,9157,2289,11928
0.7243337702053299,0.7161493477282951,0.7920622895622895,4,9157,2289,11928
